Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam
Mã chứng khoán:,VSE
Mã ISIN:,VN000000VSE4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 48/2018/GCNCP-VSD do VSD cấp ngày 22/06/2018
Tổng số chứng khoán đăng ký:,8.937.250 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,89.372.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
