Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà Cao Cường
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Đà Cao Cường
Mã chứng khoán:,SCL
Mã ISIN:,VN000000SCL9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 193/2010/GCNCP-VSD do VSD cấp lần đầu ngày 06/08/2010, số 193/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 20/01/2016"
Tổng số chứng khoán đăng ký:,13.889.973 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,138.899.730.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
