Keys,Values
Tên TCPH:,"
Công ty cổ phần Khai thác, Chế biến Khoáng sản Hải Dương
"
Tên chứng khoán:,"Cổ phiếu Công ty cổ phần Khai thác, Chế biến Khoáng sản Hải Dương"
Mã chứng khoán:,KHD
Mã ISIN:,VN000000KHD2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 02/2014/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 07/01/2014, số 02/2014/GCNCP-VSD-2 thay đổi lần 2 ngày 24/12/2019"
Tổng số chứng khoán đăng ký:,3.262.818 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,32.628.180.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
