Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà 4
"
Tên chứng khoán:,Cổ phiếu CTCP Sông Đà 4
Mã chứng khoán:,SD4
Mã ISIN:,VN000000SD41
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 25/2008/GCNCP-TTLK do VSD cấp ngày 29/04/2008. Số 25/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 16/12/2010
Tổng số chứng khoán đăng ký:,10.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,103.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
