Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sữa Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sữa Hà Nội
Mã chứng khoán:,HNM
Mã ISIN:,VN000000HNM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 63/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 22/12/2006. Số 63/2006/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 20/5/2015
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
