Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Nhất Việt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Nhất Việt
Mã chứng khoán:,VFS
Mã ISIN:,VN000000VFS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 36/2020/GCNCP-VSD do VSD cấp ngày 25/05/2020; Số: 36/2020/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 19/10/2021
Tổng số chứng khoán đăng ký:,80.250.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,802.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
