Keys,Values
Tên TCPH:,"
Công ty cổ phần Than Núi Béo - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Than Núi Béo - Vinacomin
Mã chứng khoán:,NBC
Mã ISIN:,VN000000NBC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 74/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 25/12/2006, Số 74/2006/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 18/9/2015"
Tổng số chứng khoán đăng ký:,36.999.124 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,369.991.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
