Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 505
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sông Đà 505
Mã chứng khoán:,S55
Mã ISIN:,VN000000S552
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 48/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 19/12/2006,  số 48/2006/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 07/06/2018"
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
