Keys,Values
Tên TCPH:,"
Công ty CP Cát Lợi
"
Tên chứng khoán:,Cổ phiếu Công ty CP Cát Lợi
Mã chứng khoán:,CLC
Mã ISIN:,VN000000CLC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 35/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 06/11/2006, số 35/2006/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 11/04/2018"
Tổng số chứng khoán đăng ký:,26.207.583 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,262.075.830.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
