Keys,Values
Tên TCPH:,"
Công ty cổ phần Logistics Vinalink
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Logistics Vinalink
Mã chứng khoán:,VNL
Mã ISIN:,VN000000VNL0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 053/2009/GCNCP-VSD-2  do VSD cấp ngày lần đầu ngày 03/08/2009, số 053/2009/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 06/06/2022"
Tổng số chứng khoán đăng ký:,9.427.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,94.270.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
