Keys,Values
Tên TCPH:,"
Công ty Cổ phần DRH Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần DRH Holdings
Mã chứng khoán:,DRH
Mã ISIN:,VN000000DRH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 161/2010/GCNCP-VSD do VSD cấp lần đầu ngày 09/07/2010, số 161/2010/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 09/05/2022"
Tổng số chứng khoán đăng ký:,124.353.866 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.243.538.660.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
