Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền VJC/6.5M/SSI/C/EU/Cash-01
Mã chứng quyền:,CVJC1902
Mã ISIN:,VN0CVJC19027
Mã chứng khoán cơ sở:,VJC
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Hàng không VIETJET
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"6,5 tháng"
Ngày đáo hạn:,22/04/2020
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,130.000  đồng
Giá phát hành lần đầu:,27.900  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   32/2019/GCNCW-VSD do VSD cấp ngày 17/10/2019
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,27.900.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,600.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
