Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Yeah1
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Yeah1
Mã chứng khoán:,YEG
Mã ISIN:,VN000000YEG3
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 37/2018/GCNCP-VSD do VSD cấp ngày 31/05/2018,Số: 37/2018/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 30/08/2018"
Tổng số chứng khoán đăng ký:,31.279.968 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,312.799.680.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
