Keys,Values
Tên TCPH:,"
Công ty CP Đầu tư Phát triển Công nghiệp Thương mại Củ Chi
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Phát triển Công nghiệp Thương mại Củ Chi
Mã chứng khoán:,CCI
Mã ISIN:,VN000000CCI9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 63/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 26/03/2010, số 63/2010/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 01/03/2016"
Tổng số chứng khoán đăng ký:,17.743.865 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,177.438.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
