Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuỷ Điện Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuỷ Điện Miền Trung
Mã chứng khoán:,CHP
Mã ISIN:,VN000000CHP3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 69/2010/GCNCP-VSD do VSD cấp lần đầu ngày 22/03/2010, Số 69/2010/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 17/09/2020"
Tổng số chứng khoán đăng ký:,146.912.668 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.469.126.680.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
