Keys,Values
Tên TCPH:,"
Công ty cổ phần Diêm Thống Nhất
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Diêm Thống Nhất
Mã chứng khoán:,DTN
Mã ISIN:,VN000000DTN1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 09/2014/GCNCP-VSD do VSD cấp lần đầu ngày 10/02/2014, Số 09/2014/GCNCP-VSD-1 do VSD cấp thay đổi lần thứ 1 ngày 12/03/2014"
Tổng số chứng khoán đăng ký:,2.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,22.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
