Keys,Values
Tên TCPH:,"
Công ty cổ phần Điện nước An Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Điện nước An Giang
Mã chứng khoán:,DNA
Mã ISIN:,VN000000DNA1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 74/2017/GCNCP-VSD do VSD cấp lần đầu ngày 04/04/2017, số 74/2017/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 09/11/2021"
Tổng số chứng khoán đăng ký:,56.329.567 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,563.295.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
