Keys,Values
Tên TCPH:,"
Công ty cổ phần Dệt may Gia Định
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dệt may Gia Định
Mã chứng khoán:,GID
Mã ISIN:,VN000000GID8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 75/2017/GCNCP-VSD do VSD cấp lần đầu ngày 05/4/2017
Tổng số chứng khoán đăng ký:,62.738.956 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,627.389.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
