Keys,Values
Tên TCPH:,"
Công ty cổ phần Du lịch tỉnh Bà Rịa – Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Du lịch tỉnh Bà Rịa – Vũng Tàu
Mã chứng khoán:,VTG
Mã ISIN:,VN000000VTG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 68/2015/GCNCP-VSD do VSD cấp ngày 13/8/2015
Tổng số chứng khoán đăng ký:,18.644.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,186.445.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
