Keys,Values
Tên TCPH:,"
CTCP Xây dựng và Đầu tư 492
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng và Đầu tư 492
Mã chứng khoán:,C92
Mã ISIN:,VN000000C929
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 11/2007/GCNCP-VSD do VSD cấp lần đầu ngày 09/11/2007. Số 11/2007/GCNCP-VSD-5 do cấp thay đổi lần thứ 5 ngày 22/08/2014
Tổng số chứng khoán đăng ký:,5.312.920 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,53.129.200.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
