Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
"
Tên chứng khoán:,Trái phiếu NVLG042018
Mã chứng khoán:,NVL21604
Mã ISIN:,VN0NVL216042
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 09/2017/GCNTP-VSD do VSD cấp lần đầu ngày 20/03/2017 
Tổng số chứng khoán đăng ký:,4.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,450.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,0%/năm
Cách thức trả lãi:,Không áp dụng
Kỳ hạn:,18 tháng
Ngày phát hành:,03/10/2016
Ngày đáo hạn:,03/04/2018
Nơi quản lý tại VSD:,Chi nhánh
