Keys,Values
Tên TCPH:,"
Tập đoàn Điện lực Việt Nam
"
Tên chứng khoán:,Trái phiếu Tập đoàn điện lực Việt Nam
Mã chứng khoán:,VE061102
Mã ISIN:,VN0VE0611022
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 62/2007/GCNTP-TTLK do Trung tâm Lưu ký Chứng khoán Việt Nam cấp ngày 14/09/2007
Tổng số chứng khoán đăng ký:,6.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,"9,6%/năm"
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,5 năm
Ngày phát hành:,01/09/2006
Ngày đáo hạn:,01/09/2011
Nơi quản lý tại VSD:,Trụ sở chính
