Keys,Values
Tên TCPH:,"
Công ty cổ phần Công Nghệ Mạng và Truyền Thông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công Nghệ Mạng và Truyền Thông
Mã chứng khoán:,CMT
Mã ISIN:,VN000000CMT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 08/2010/GCNCP-CNVSD do VSD cấp ngày 19/01/2010
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
