Keys,Values
Tên TCPH:,"
Công ty Cổ phần Lilama 69-1
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Lilama 69-1
Mã chứng khoán:,L61
Mã ISIN:,VN000000L615
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 41/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 30/09/2008, Số 41/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 07/11/2016"
Tổng số chứng khoán đăng ký:,7.576.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,75.762.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
