Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn Xây dựng Vinaconex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tư vấn Xây dựng Vinaconex
Mã chứng khoán:,VCT
Mã ISIN:,VN000000VCT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 149/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 02/07/2010
Tổng số chứng khoán đăng ký:,1.100.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,11.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
