Keys,Values
Tên TCPH:,"
Công ty Tài chính Cổ phần Điện lực
"
Tên chứng khoán:,Cổ phiếu Công ty Tài chính Cổ phần Điện lực
Mã chứng khoán:,EVF
Mã ISIN:,VN000000EVF1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 59/2018/GCNCP-VSD do VSD cấp ngày 18/07/2018, số 59/2018/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 30/03/2022"
Tổng số chứng khoán đăng ký:,324.486.958 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.244.869.580.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
