Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghệ thông tin, Viễn thông và Tự động hóa Dầu Khí
"
Tên chứng khoán:,"Cổ phiếu Công ty cổ phần Công nghệ thông tin, Viễn thông và Tự động hóa Dầu Khí"
Mã chứng khoán:,PAI
Mã ISIN:,VN000000PAI5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 215/2016/GCNCP-VSD do VSD cấp ngày 28/12/2016
Tổng số chứng khoán đăng ký:,4.235.290 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,42.352.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
