Keys,Values
Tên TCPH:,"
Công ty cổ phần Sợi Thế Kỷ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sợi Thế Kỷ
Mã chứng khoán:,STK
Mã ISIN:,VN000000STK5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 74/2015/GCNCP-VSD do VSD cấp lần đầu ngày 03/09/2015, số 74/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 24/8/2017
"
Tổng số chứng khoán đăng ký:,70.726.944 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,707.269.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
