Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Đức Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Đức Trung
Mã chứng khoán:,DTI
Mã ISIN:,VN000000DTI1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 234/2017/GCNCP-VSD do VSD cấp ngày 22/12/2017, số 234/2017/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 19/01/2022"
Tổng số chứng khoán đăng ký:,12.097.754 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.977.540.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
