Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vật liệu xây dựng Bưu điện
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vật liệu xây dựng Bưu điện
Mã chứng khoán:,PCM
Mã ISIN:,VN000000PCM3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 136/2017/GCNCP-VSD do VSD cấp ngày 05/07/2017
Tổng số chứng khoán đăng ký:,4.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
