Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Sao Thái Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Sao Thái Dương
Mã chứng khoán:,SJF
Mã ISIN:,VN000000SJF6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 142/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/11/2016, Số 142/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 20/08/2018"
Tổng số chứng khoán đăng ký:,79.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,792.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
