Keys,Values
Tên TCPH:,"
Công ty cổ phần Thực phẩm Bích Chi
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thực phẩm Bích Chi
Mã chứng khoán:,BCF
Mã ISIN:,VN000000BCF7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 47/2019/GCNCP-VSD do VSD cấp lần đầu ngày 22/10/2019; số 47/2019/GCNCP-VSD-2 cấp thay đổi lần thứ 02 ngày 12/08/2021
Tổng số chứng khoán đăng ký:,25.300.423 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,253.004.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
