Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản công nghiệp Yên Bái
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản công nghiệp Yên Bái
Mã chứng khoán:,YBM
Mã ISIN:,VN000000YBM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 45/2018/GCNCP-VSD do VSD cấp ngày 13/06/2018, Số: 45/2018/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 20/11/2019"
Tổng số chứng khoán đăng ký:,14.299.880 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,142.998.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
