Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu chính quyền địa phương cho dự án Khu đô thị mới Thủ Thiêm
Mã chứng khoán:,HCMB0901
Mã ISIN:,VN0HCMB09015
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,23/2009/GCNTP-VSD cấp ngày 06/10/2009
Tổng số chứng khoán đăng ký:,20.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,10.4%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,31/08/2009
Ngày đáo hạn:,31/08/2012
Nơi quản lý tại VSD:,Trụ sở chính
