Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng Hồng Phát
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng Hồng Phát
Mã chứng khoán:,HPR
Mã ISIN:,VN000000HPR1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 12/2011/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 14/02/2011, cấp thay đổi lần thứ 2 ngày 06/12/2013"
Tổng số chứng khoán đăng ký:,32.078.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,320.780.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
