Keys,Values
Tên TCPH:,"
CTCP Hóa - Dược phẩm Mekophar
"
Tên chứng khoán:,Cổ phiếu  CTCP Hóa - Dược phẩm Mekophar
Mã chứng khoán:,MKP
Mã ISIN:,VN000000MKP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 68/2010/GCNCP-CNVSD do VSD cấp lần đầu ngày 06/05/2010, số 68/2010/GCNCP-VSD-8 cấp thay đổi lần 8 ngày 09/07/2021"
Tổng số chứng khoán đăng ký:,25.545.867 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,255.458.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
