Keys,Values
Tên TCPH:,"
Tổng Công ty Dầu Việt Nam - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Dầu Việt Nam – Công ty cổ phần
Mã chứng khoán:,OIL
Mã ISIN:,VN000000OIL5
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 08CPH/2018/GCNCP-VSD do VSD cấp ngày 02/03/2018, số 108/2018/GCNCP-VSD cấp thay đổi lần 1 ngày 27/11/2018"
Tổng số chứng khoán đăng ký:,1.034.229.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.342.295.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
