Keys,Values
Tên TCPH:,"
Công ty cổ phần cao su Sao Vàng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần cao su Sao Vàng
Mã chứng khoán:,SRC
Mã ISIN:,VN000000SRC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 79/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày lần đầu ngày 22/09/2009, số 79/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 07/11/2016"
Tổng số chứng khoán đăng ký:,28.065.765 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,280.657.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
