Keys,Values
Tên TCPH:,"
Tổng Công ty Hóa dầu Petrolimex - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Hóa dầu Petrolimex - CTCP
Mã chứng khoán:,PLC
Mã ISIN:,VN000000PLC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 43/2006/GCNCP-VSD do VSD cấp lần đầu ngày 18/12/2006. Số 43/2006/GCNCP-VSD-14 thay đổi lần thứ 14 ngày 12/8/2015
Tổng số chứng khoán đăng ký:,80.798.839 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,807.988.390.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
