Keys,Values
Tên TCPH:,"
Tổng công ty cổ phần Dịch vụ tổng hợp Dầu khí
"
Tên chứng khoán:,Cổ phiếu Tổng công ty cổ phần Dịch vụ tổng hợp Dầu khí
Mã chứng khoán:,PET
Mã ISIN:,VN000000PET4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 64/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp lần đầu ngày 13/08/2007, số 64/2007/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 28/04/2016"
Tổng số chứng khoán đăng ký:,90.450.124 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,904.501.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
