Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình Giao thông Công chánh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình Giao thông Công chánh
Mã chứng khoán:,CPW
Mã ISIN:,VN000000CPW2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 34/2019/GCNCP-VSD do VSD cấp ngày 12/08/2019
Tổng số chứng khoán đăng ký:,26.875.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,268.750.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
