Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư khai khoáng & Quản lý tài sản FLC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư khai khoáng & Quản lý tài sản FLC
Mã chứng khoán:,GAB
Mã ISIN:,VN000000GAB9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 25/2019/GCNCP-VSD do VSD cấp ngày 29/05/2019, số 25/2019/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 23/02/2022"
Tổng số chứng khoán đăng ký:,14.903.987 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,149.039.870.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
