Keys,Values
Tên TCPH:,"
Công ty cổ phần Cảng Đồng Nai
"
Tên chứng khoán:,Cổ phiếu CTCP Cảng Đồng Nai
Mã chứng khoán:,PDN
Mã ISIN:,VN000000PDN9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 92/2010/GCNCP-VSD-2 do VSD cấp lần đầu ngày 08/04/2010, cấp thay đổi lần 2 ngày 01/10/2014"
Tổng số chứng khoán đăng ký:,18.521.954 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,185.219.540.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
