Keys,Values
Tên TCPH:,"
Công ty cổ phần Bia rượu nước giải khát Viger
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bia rượu nước giải khát Viger
Mã chứng khoán:,BRV
Mã ISIN:,VN000000BRV2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 34/2021/GCNCP-VSD do VSD cấp lần đầu ngày 17/09/2021
Tổng số chứng khoán đăng ký:,2.402.850 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,24.028.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
