Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát
Mã chứng khoán:,VPG
Mã ISIN:,VN000000VPG5
Loại chứng khoán:,Cổ phiếu cổ phiếu
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 154/2017/GCNCP-VSD do VSD cấp ngày 07/8/2017, Số 154/2017/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 18/02/2022"
Tổng số chứng khoán đăng ký:,72.907.928 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,729.079.280.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
