Keys,Values
Tên TCPH:,"
Công ty Cổ phần Quản lý Quỹ Thiên Việt
"
Tên chứng khoán:,Quỹ Đầu Tư Tăng Trưởng Thiên Việt 3
Mã chứng khoán:,FUCTVGF3
Mã ISIN:,VN0FUCTVGF39
Loại chứng khoán:,Chứng chỉ Quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,Số: 01/2021/GCNCCQ-VSD do VSD cấp lần đầu ngày 17/09/2021
Tổng số chứng khoán đăng ký:,19.900.800 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,199.008.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
