Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuốc Thú y Trung Ương I
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuốc Thú Y Trung Ương I
Mã chứng khoán:,VNY
Mã ISIN:,VN000000VNY3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 36/2011/GCNCP-VSD do VSD cấp lần đầu ngày 19/05/2011, Số 36/2011/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 25/06/2021"
Tổng số chứng khoán đăng ký:,14.249.969 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,142.499.690.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
