Keys,Values
Tên TCPH:,"
CTCP Xi măng Bỉm Sơn
"
Tên chứng khoán:,Cổ phiếu CTCP Xi măng Bỉm Sơn
Mã chứng khoán:,BCC
Mã ISIN:,VN000000BCC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 09/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 20/11/2006, Số 09/2006/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 17/11/2020"
Tổng số chứng khoán đăng ký:,123.209.812 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.232.098.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
