Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Hà Đô
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần Tập đoàn Hà Đô
Mã chứng khoán:,HDG121001
Mã ISIN:,VNHDG1210012
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 08/2021/GCNTP-VSD do VSD cấp lần đầu ngày 16/03/2021
Tổng số chứng khoán đăng ký:,2.100.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,210.000.000.000 đồng
Hình thức phát hành:,Trái phiếu phát hành ra công chúng
Lãi suất:,"Cố định 10,25%/năm cho toàn bộ thời hạn của trái phiếu"
Cách thức trả lãi:,Lãi trái phiếu sẽ được thanh toán định kỳ vào mỗi ngày tròn 06 tháng liên tục từ ngày phát hành đến ngày đáo hạn (trừ trường hợp trái phiếu được mua lại trước hạn hoặc mua lại bắt buộc phù hợp với các điều khoản và điều kiện tương ứng của trái phiếu)
Kỳ hạn:,02 năm
Ngày phát hành:,19/01/2021
Ngày đáo hạn:,19/01/2023
Nơi quản lý tại VSD:,Trụ sở chính
