Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà 2
"
Tên chứng khoán:,Cổ phiếu CTCP Sông Đà 2
Mã chứng khoán:,SD2
Mã ISIN:,VN000000SD25
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 15/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 26/11/2007, Số 15/2007/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 09/1/2015"
Tổng số chứng khoán đăng ký:,14.423.536 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,144.235.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
