Keys,Values
Tên TCPH:,"
CTCP Thương mại Hóc Môn
"
Tên chứng khoán:,Cổ phiếu CTCP Thương mại Hóc Môn
Mã chứng khoán:,HTC
Mã ISIN:,VN000000HTC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 74/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/03/2010, số 74/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 27/12/2016"
Tổng số chứng khoán đăng ký:,11.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
