Keys,Values
Tên TCPH:,"
Công ty Cổ phần VKC Holdings
"
Tên chứng khoán:,Cổ phiếu VKC Holdings Joint Stock Company
Mã chứng khoán:,VKC
Mã ISIN:,VN000000VKC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 274/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 12/11/2010, số 274/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 13/10/2016"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
