Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Tây Ninh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Tây Ninh
Mã chứng khoán:,WTN
Mã ISIN:,VN000000WTN1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 103/2017/GCNCP-VSD do VSD cấp ngày 25/05/2017
Tổng số chứng khoán đăng ký:,10.576.827 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,105.768.270.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
