Keys,Values
Tên TCPH:,"
Công ty Cổ phần phát triển Điện Trà Vinh
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần phát triển Điện Trà Vinh
Mã chứng khoán:,DTV
Mã ISIN:,VN000000DTV4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 45/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 12/02/2010; số 45/2010/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 29/10/2020
Tổng số chứng khoán đăng ký:,5.280.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,52.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
