Keys,Values
Tên TCPH:,"
Ủy Ban Nhân Dân thành phố Đà Nẵng
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương  TP. Đà Nẵng đợt 01 năm 2012
Mã chứng khoán:,DNGH13066
Mã ISIN:,VNDNGH130663
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 05/2013/GCNTP-VSD do VSD cấp ngày 25/01/2013
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,11%/năm
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 28/12 từ năm 2013 đến năm đáo hạn."
Kỳ hạn:,5 năm
Ngày phát hành:,28/12/2012
Ngày đáo hạn:,28/12/2017
Nơi quản lý tại VSD:,Trụ sở chính
