Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Du lịch Đà Lạt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Du lịch Đà Lạt
Mã chứng khoán:,DTS
Mã ISIN:,VN000000DTS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 27/2011/GCNCP-VSD do VSD cấp lần đầu ngày 15/04/2011
Tổng số chứng khoán đăng ký:,5.913.250 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,59.132.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
