Keys,Values
Tên TCPH:,"
Công ty cổ phần Cao su Đồng Phú - Đắk Nông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cao su Đồng Phú - Đắk Nông
Mã chứng khoán:,DPD
Mã ISIN:,VN000000DPD0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 89/2020/GCNCP-VSD do VSD cấp lần đầu ngày 29/12/2020
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
