Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư iCapital
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư iCapital
Mã chứng khoán:,PTC
Mã ISIN:,VN000000PTC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 53/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 20/12/2006, số 53/2006/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 01/06/2022"
Tổng số chứng khoán đăng ký:,32.307.324 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,323.073.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
