Keys,Values
Tên TCPH:,"
Công ty cổ phần Tư vấn và Đầu tư xây dựng CCIC Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tư vấn và Đầu tư Xây dựng CCIC Hà Nội
Mã chứng khoán:,CCH
Mã ISIN:,VN000000CCH1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 42/2010/GCNCP-VSD do VSD cấp ngày 02/10/2010
Tổng số chứng khoán đăng ký:,1.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
