Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Bất động sản An Gia
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Bất động sản An Gia
Mã chứng khoán:,AGG
Mã ISIN:,VN000000AGG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 56/2019/GCNCP-VSD do VSD cấp lần đầu ngày 22/11/2019; số 56/2019/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 06/04/2022
Tổng số chứng khoán đăng ký:,111.713.195 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.117.131.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
