Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Số 9
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Số 9
Mã chứng khoán:,VC9
Mã ISIN:,VN000000VC96
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 49/2009/GCNCP-VSD do VSD cấp lần đầu ngày 04/09/2009. Số 49/2009/GCNCP-VSD-1 do VSD cấp thay đổi lần 1 ngày 08/04/2011
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
