Keys,Values
Tên TCPH:,"
Công ty cổ phần Văn hóa Tổng hợp Bến Thành
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Văn hóa Tổng hợp Bến Thành
Mã chứng khoán:,GCC
Mã ISIN:,VN000000GCC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"01/2012/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 05/01/2012, cấp thay đổi lần 1 ngày 25/12/2014"
Tổng số chứng khoán đăng ký:,3.465.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,34.650.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
