Keys,Values
Tên TCPH:,"
Công ty cổ phần Bê tông Ly tâm Điện lực Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bê tông Ly tâm Điện lực Khánh Hòa
Mã chứng khoán:,KCE
Mã ISIN:,VN000000KCE1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 269/2010/GCNCP- VSD do TTLKCK Việt Nam cấp ngày 05/11/2010
Tổng số chứng khoán đăng ký:,1.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
