Keys,Values
Tên TCPH:,"
Công ty cổ phần LIZEN
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần LIZEN
Mã chứng khoán:,LCG
Mã ISIN:,VN000000LCG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 101/2008/GCNCP-VSD  do VSD cấp lần đầu ngày 09/10/2008, số 101/2008/GCNCP-VSD-12 cấp thay đổi lần 12 ngày 05/05/2022"
Tổng số chứng khoán đăng ký:,174.404.824 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.744.048.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
